epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,53.5755,0.69476,0.58051,0.97396,0.94592,0.9359,0.98018,0.82456,0.63743,0.56374,0.94265,0.0008912,0.0008912,0.0008912
58,54.4486,0.69778,0.58764,0.98278,0.9599,0.92072,0.97067,0.81412,0.64543,0.59077,0.94241,0.0008714,0.0008714,0.0008714
59,55.3063,0.73819,0.61293,1.00706,0.94323,0.9359,0.96663,0.79406,0.7115,0.62001,0.95324,0.0008516,0.0008516,0.0008516
60,56.193,0.74225,0.60974,0.99921,0.94171,0.94872,0.96381,0.77669,0.82593,0.63805,0.98897,0.0008318,0.0008318,0.0008318
61,57.0601,0.78689,0.63536,1.02602,0.95321,0.94872,0.96596,0.79883,0.70288,0.57444,0.99247,0.000812,0.000812,0.000812
62,57.9162,0.72104,0.56436,0.9722,0.95769,0.94872,0.97062,0.79473,0.72532,0.56019,1.03025,0.0007922,0.0007922,0.0007922
63,58.7871,0.72974,0.58973,0.98844,0.96099,0.94749,0.97279,0.78161,0.82465,0.58489,1.03705,0.0007724,0.0007724,0.0007724
64,59.6874,0.72466,0.59792,0.99005,0.94856,0.94569,0.9721,0.81145,0.72083,0.55777,0.96405,0.0007526,0.0007526,0.0007526
65,60.5659,0.7235,0.59253,0.99642,0.93057,0.94872,0.97176,0.8192,0.6973,0.55093,0.94885,0.0007328,0.0007328,0.0007328
66,61.4223,0.71249,0.60187,0.98646,0.92387,0.9359,0.97052,0.79807,0.75347,0.56382,0.9649,0.000713,0.000713,0.000713
67,62.2917,0.67864,0.56926,0.96647,0.88472,0.96154,0.97011,0.80524,0.71519,0.55668,0.96152,0.0006932,0.0006932,0.0006932
