epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,850.133,0.60867,0.40479,0.94851,0.92192,0.91595,0.97126,0.81642,0.62986,0.47548,0.96183,0.0004556,0.0004556,0.0004556
80,861.047,0.60146,0.39667,0.94561,0.92924,0.93319,0.97115,0.83127,0.61193,0.45508,0.95633,0.0004358,0.0004358,0.0004358
81,871.286,0.63003,0.42332,0.96535,0.92865,0.92563,0.97189,0.83096,0.60018,0.45648,0.94764,0.000416,0.000416,0.000416
82,882.518,0.60422,0.41018,0.94843,0.94039,0.92457,0.97282,0.8459,0.58167,0.4321,0.93232,0.0003962,0.0003962,0.0003962
83,893.194,0.62237,0.42213,0.96356,0.94435,0.95089,0.97937,0.8456,0.59391,0.41222,0.93281,0.0003764,0.0003764,0.0003764
84,904.473,0.61554,0.41793,0.95579,0.94204,0.92888,0.97618,0.84582,0.5727,0.43991,0.92983,0.0003566,0.0003566,0.0003566
85,915.494,0.62215,0.41769,0.96406,0.91831,0.95043,0.97533,0.84961,0.56898,0.43373,0.93758,0.0003368,0.0003368,0.0003368
86,927.062,0.59224,0.39144,0.94758,0.93474,0.94181,0.97544,0.85859,0.54961,0.42666,0.91566,0.000317,0.000317,0.000317
87,941.514,0.58303,0.38798,0.94717,0.9084,0.95043,0.9692,0.83914,0.56851,0.45029,0.92761,0.0002972,0.0002972,0.0002972
88,956.492,0.58881,0.38691,0.94256,0.9113,0.95043,0.96813,0.83127,0.57779,0.45103,0.94004,0.0002774,0.0002774,0.0002774
89,970.523,0.58221,0.39352,0.93979,0.92817,0.92457,0.97007,0.83436,0.58608,0.45733,0.93231,0.0002576,0.0002576,0.0002576
90,987.043,0.57869,0.39554,0.94657,0.90491,0.94348,0.96955,0.83675,0.59115,0.44922,0.93276,0.0002378,0.0002378,0.0002378
91,1019.44,0.50585,0.36803,0.88622,0.93514,0.93219,0.96644,0.81074,0.61593,0.43401,0.95809,0.000218,0.000218,0.000218
92,1031.93,0.48104,0.32696,0.86746,0.92426,0.94675,0.96852,0.82637,0.58258,0.42824,0.93336,0.0001982,0.0001982,0.0001982
93,1043.87,0.46742,0.31282,0.86501,0.92416,0.9455,0.9726,0.83541,0.56902,0.42756,0.92373,0.0001784,0.0001784,0.0001784
94,1056.98,0.45726,0.29769,0.86507,0.92771,0.94034,0.9733,0.82704,0.59404,0.42292,0.93531,0.0001586,0.0001586,0.0001586
95,1070.42,0.45521,0.2955,0.86153,0.92891,0.92936,0.97203,0.83001,0.5771,0.42239,0.93116,0.0001388,0.0001388,0.0001388
96,1083.11,0.45031,0.29348,0.85865,0.92593,0.94293,0.97015,0.83152,0.5756,0.43675,0.92546,0.000119,0.000119,0.000119
97,1095.71,0.43027,0.28328,0.85615,0.92196,0.94212,0.96846,0.83455,0.56901,0.42763,0.92882,9.92e-05,9.92e-05,9.92e-05
98,1109.8,0.44988,0.28612,0.86339,0.92056,0.94181,0.97268,0.83734,0.56693,0.43043,0.91928,7.94e-05,7.94e-05,7.94e-05
99,1122.31,0.43159,0.28417,0.85739,0.92779,0.94181,0.97504,0.84221,0.56088,0.42376,0.91389,5.96e-05,5.96e-05,5.96e-05
100,1134.69,0.43333,0.2778,0.86024,0.9223,0.94654,0.97549,0.8447,0.5623,0.41804,0.91521,3.98e-05,3.98e-05,3.98e-05
